"","Estimate"
"1230",57020.7746998008
"1231",71771.2315007105
"1232",72513.8823904177
"1233",31183.9866281571
"1234",135946.422216364
"1235",13857.6634701683
"1236",74063.9307806466
"1237",16716.6792555532
"1238",34652.4011837657
"1239",54711.7356031023
"1240",51508.6524987066
"1241",44646.8006501621
"1242",37857.6682221659
"1243",105832.229925049
"1244",32334.2051251866
"1245",14937.0203816669
"1246",52283.8497369658
"1247",36795.1304503418
"1248",121585.730640826
"1249",79057.1204514963
"1250",315474.365529636
"1251",28675.6377630298
"1252",122822.712101519
"1253",31113.8553451466
"1254",64010.6500598996
"1255",91645.0431805065
"1256",59413.8893564488
"1257",36195.7147604843
"1258",91262.6485524909
"1259",133474.166043623
"1260",29871.0326463817
"1261",46116.9467018414
"1262",44067.5918838237
"1263",109580.47429573
"1264",97907.0856631379
"1265",78782.7257206279
